PLR_ID,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,avg,weekday,weekend
8401245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8401244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8401246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8401243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8401242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8301037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8301036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8401241,-0.00016604968859407904,0.00022640063797092075,1.7634394914319007e-05,-0.0001505297982312831,-9.958930359568047e-05,-0.00023281470766298162,0.00033082361769171814,0.00011766524658441552,8.783504557201977e-05,0.00018185385597761783,1.5128587494216139e-05,0.00010063228638381577,0.0003338520465376166,0.000187791490958919,3.0943140555420023e-05,-1.970225167468448e-05,0.0002012380677654177,6.0206333456117034e-05,-6.905287935938392e-05,1.695841950202087e-05,-0.00029643707211988307,-0.0003458878374728788,-0.0004752361917519793,-5.366344090187991e-05,0.0473260469144766,0.0476526929791487,0.0465841152809826
8300934,-0.00033209937718818583,0.0004528012759419109,3.52687898287074e-05,-0.00030105959646259395,-0.00019917860719129155,-0.00046562941532589386,0.0006616472353835057,0.0002353304931689143,0.00017567009114410892,0.0003637077119552079,3.0257174988404523e-05,0.0002012645727677148,0.0006677040930752054,0.0003755829819179074,6.188628111090944e-05,-3.940450334928569e-05,0.0004024761355309048,0.00012041266691230346,-0.0001381057587187956,3.391683900401399e-05,-0.0005928741442396968,-0.0006917756749456883,-0.0009504723835038892,-0.00010732688180378758,0.0946520938289532,0.0953053859582975,0.0931682305619653
8300935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8200833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8200832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8200730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8401139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8401140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8401138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8200728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8200726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8200623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8200622,-0.005436009160812374,-0.006823067902750074,-0.005132222141700474,-0.0007749246827186739,-0.0014257584615065735,-0.0018658855651907738,0.0011197438526112267,-0.0016661426678521735,-0.0047615947740523735,-0.006823067902750074,0.0003810240214628261,0.003339791926005726,0.0027089118894527255,0.0026796997783370266,0.002974930039670326,0.0027985615201926257,8.999173103052625e-05,0.0026541827468364266,0.003678486327275926,0.0005413995936465257,0.0007016696720269265,0.003009988648250626,0.005398882720569326,0.002631408791964826,0.0068230679027501,0.0040555483386509,0.0150121567516788
8100521,0.001912276824977896,0.003599444640171194,0.004434415019627692,-0.002523475623307906,0.0036676470049286924,-0.0030210976981092062,-0.0009929447020196047,-0.005948180501995807,0.004342324593094693,-0.003846339080580005,-0.004976980015786607,-0.004816327194386707,0.0029807324972954963,0.0012873924670969913,-0.00010419858206370258,0.00010970880492269797,0.0026652388996607976,0.0004061855500877981,0.001890937235620796,0.005110212543717692,0.0010971273630316913,-0.0021724602314627042,-0.004246306935719705,-0.0008553328788022049,0.0327641917234651,0.0331414340799133,0.0315719585293038
8100520,-0.002683533870847521,-0.006567686336732423,-0.006317204682172423,-0.0026356319389710184,-0.0050516085350829215,-0.002955252371471019,-0.0020086234774312206,0.0021526670229971775,-0.005089076715303918,0.0011770981580985773,0.0010321196637651797,0.005598749326235178,0.00434845246044728,0.0026283346617260797,0.005589870494796083,-4.399730757111836e-05,-0.00038402700892711805,-0.0022251173048197168,-0.0002282138290670213,0.0008964847196154813,0.0012519367581079813,0.0035683536568374835,0.006716690819558682,0.0012292156362119777,0.0401341199031659,0.046638805894486,0.0258456719333026
8100418,0.0022585143088236226,0.054878188136625594,0.05446041916858779,-0.016361495126766323,0.046414168988632376,-0.013037688479106024,0.016056168218497646,0.026610145443631605,0.1313471066719648,0.0305652651931696,-0.012837267648853845,-0.016367498348269227,0.008152423195247338,-0.011153498720376631,-0.04980739034094139,-0.05181297667880258,-0.03460458870648586,-0.04197408886397036,0.017132047861711075,-0.017502873690102172,-0.028196072340847977,-0.04945373551179133,-0.030191602335266965,-0.014573670395312321,0.6066602734018359,0.5772185908870562,0.656201491001218
8100419,-0.01597853402271998,0.01834777494121992,0.028993718223868037,0.005275326644385514,0.028240137304875346,-0.003952785783700397,0.0391768267472376,0.0278686850469253,0.035923923668289115,0.009688885857651541,-0.011894585536714297,-0.004348923331585486,-0.006080089635343566,-0.006905331774362755,-0.022243571919212668,-0.025997956220473573,-0.03599382894541828,-0.03842725252540999,-0.011769507591420092,-0.013393889250392199,-0.004467966073098906,-0.008773430049052455,0.003709353800721016,0.013003020423732137,0.2753585187650738,0.2553728094494276,0.3106123567074161
8100416,0.03142319469730315,-0.008022427992649961,0.002080647383835177,0.0477852698133544,-0.00887180597632653,0.020459739107206887,-0.018855756697305104,0.015301356734643501,-0.00879661927169606,0.024405029291767244,-0.003538416938506983,-0.023106291426319037,-0.03708803400992888,-0.030122587274763468,-0.01384495107761241,-0.013290012179244193,-0.01987789017691466,-0.020613828094613207,-0.04584083071065781,-0.01746642688231481,-0.005585412808729373,0.0478207149670038,0.06354646591796975,0.022098873604495473,0.6066238265940486,0.6258851709508677,0.5470925166720061
8100417,-0.031096431904494404,0.014482124361349435,0.03128586777562348,0.031133043298466556,0.05047379929461204,0.03298413145688006,0.0888823865296815,0.03930910591347725,0.05114878285900837,0.02495604925495498,0.02205285490592923,0.007340073935679037,-0.010352438019681331,-0.03257691025381082,-0.047855250855494025,-0.05261579988424281,-0.04964172479399742,-0.03938241513014962,-0.02308576855393485,-0.021667537803820136,-0.019728384645051,-0.026582186731805235,-0.03842917846439964,-0.0010341925447755473,0.8023010924218673,0.7851921791285007,0.8248947988293613
8100415,0.022287020194113327,0.01728895286162624,0.0253672699994949,-0.011732998937632966,0.03548188648141953,-0.003805209943508081,0.022752274289999208,0.01260637819854471,0.03503226831876799,0.04825953970770103,0.017920897820348836,-0.01371696120025978,-0.019321359585117492,-0.04024102418941139,-0.061357818007167275,-0.05596744219978661,-0.042447665609211094,-0.024582954363821963,0.0051495674213922205,0.016381262010641717,0.0038969195591372907,-0.00748185364154641,0.013742137092859819,0.004488913721415022,0.3855082499355766,0.3926911414784375,0.348839188848289
8100207,-0.030417218134427382,-0.016758278419589157,-0.02627724344225718,-0.03451765705957749,0.012782705889243351,-0.0025523457989634624,0.04924148829503061,0.020328971923021744,-0.007719453960945755,-0.031872579771058285,-0.02261761611380908,-0.010505324246210257,-0.004749139272903546,-0.018407839273768378,-0.00717985612336558,-0.015346635115371376,-0.005790515938298768,-0.000282641498363545,0.022453966950767512,0.012569782710346755,0.018890139530645944,0.028927370604928837,0.049595688643251035,0.02020422962167462,0.3272477889090997,0.3171565536710633,0.3469820148171534
8100208,-0.024051982421581408,-0.004694753202364621,-0.013796233035304306,0.012587710312105704,-0.004130205957837307,0.0384225934432566,0.020883322415425065,0.027618684569162888,0.015022876876229496,-0.01526970280195633,-0.014327725229976718,-0.0166236172108038,-0.01166176388684742,0.0008145815778703991,0.01691234456783719,0.014616182256070476,0.020928224357565806,0.025979671923130276,0.04153940413823648,-0.0124857123878383,-0.03143598668576292,-0.03509669982666941,-0.033928291602365934,-0.017822922187581913,0.3333660818736932,0.3089187211081786,0.3963518911448394
8100209,0.008798205178421864,0.008126791149632162,0.007646638249878962,-0.009637662855296034,-0.0016748360259341288,-0.012903829590993426,-0.013455439169691136,-0.006389542275083329,0.007995375841651664,0.006101501461937761,0.0027168275810344616,0.0018694780806622624,0.0032296643194197616,0.0006032351120713736,-0.005101510995501338,-0.003217065083936127,4.955777060046407e-05,-0.0003991777045655315,0.005425938276553771,0.0013705801115092703,0.002304433365199074,-0.003199728672648533,-0.003217800053184436,0.0029583659282618746,0.0785864955636546,0.0751543801506256,0.086668121452991
8100206,0.06303227388800181,0.039871593802430993,0.0015872039506271696,0.008702255097105871,-0.034178868964956366,-0.02761796513227055,-0.04142613944129114,-0.032401364630371465,-0.0317798206059976,-0.02945530345498082,0.022795679298377447,0.01295056899528102,0.007068874010863646,0.012872403365139173,0.005104026180543286,-0.016907491735704938,-0.011774412343544927,-0.04191136865246847,-0.0720148730869763,-0.014090853887594457,0.010011119801846435,0.017126809524563913,0.07455560937131589,0.07788004465006115,0.6832053292744921,0.7283511344445959,0.5669023730041183
